"GEO2010","COUNTY","HFLG175","FAVINC1AD","MDFAMY1A","FAY0101A","FAY0151A","FAY0201A","FAY0251A","FAY0301A","FAY0351A","FAY0401A","FAY0451A","FAY0501A","FAY0601A","FAY0751A","FAY01001A","FAY01251A","FAY01501A","FAY02001A","FAY0M201A"
"22121020100","121","0","1061","49760","60","105","31","103","73","27","78","20","36","83","135","224","79","0","0","7"
"22121020200","121","1","709","41756","126","10","42","51","1","33","62","82","34","80","102","33","26","19","8","0"
"22121020300","121","1","1721","55041","55","63","128","12","117","120","122","37","76","235","115","277","133","109","98","24"
"22121020401","121","2","1204","50372","39","18","58","122","87","85","70","90","26","104","57","147","182","51","68","0"
"22121020402","121","1","1211","75250","45","7","16","20","51","39","116","25","39","99","148","184","190","64","110","58"
"22123000100","123","0","1234","41813","73","53","42","127","122","110","61","89","64","47","77","208","75","30","40","16"
"22123000200","123","0","1046","40357","121","91","61","84","37","73","52","37","51","114","65","141","51","12","8","48"
"22123000300","123","0","534","43333","6","26","26","40","50","36","41","58","14","35","118","39","21","3","21","0"
"22125951701","125","0","967","41446","140","30","48","66","125","37","8","67","67","65","71","142","31","48","22","0"
"22125951702","125","0","144","41062","0","0","0","24","17","0","0","73","0","13","0","0","0","0","17","0"
"22125951800","125","0","1937","70775","84","98","40","82","72","113","18","154","60","95","259","387","172","50","113","140"
"22127960100","127","0","1044","35745","82","72","56","103","56","139","102","84","23","15","34","175","54","17","30","2"
"22127960200","127","0","1152","58648","52","76","95","42","30","43","60","57","37","117","168","154","103","67","47","4"
"22127960300","127","0","785","55492","44","33","10","105","36","46","36","24","24","168","100","124","11","24","0","0"
"22127960400","127","0","636","24300","69","43","59","161","42","19","62","20","12","43","30","44","21","0","0","11"
