"GEO2010","COUNTY","HFLG175","FAVINC1AD","MDFAMY1A","FAY0101A","FAY0151A","FAY0201A","FAY0251A","FAY0301A","FAY0351A","FAY0401A","FAY0451A","FAY0501A","FAY0601A","FAY0751A","FAY01001A","FAY01251A","FAY01501A","FAY02001A","FAY0M201A"
"22057990000","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22059970100","59","0","1093","40230","60","25","111","96","88","91","72","57","68","106","82","141","43","22","21","10"
"22059970200","59","0","1619","49228","72","105","157","86","105","96","68","44","108","143","119","222","138","56","80","20"
"22059970300","59","0","1199","63869","44","56","63","86","16","51","85","43","32","95","63","220","124","124","67","30"
"22061960100","61","0","925","59970","87","19","36","10","60","57","21","38","40","95","88","154","121","36","30","33"
"22061960200","61","0","1062","48203","56","68","49","64","23","84","55","88","67","113","147","124","66","15","31","12"
"22061960300","61","0","841","28365","149","82","92","26","80","41","58","16","78","88","66","30","28","7","0","0"
"22061960400","61","0","921","67404","70","0","14","14","0","41","0","14","26","213","105","93","110","113","71","37"
"22061960500","61","0","1048","66149","78","18","11","7","9","81","32","46","105","107","79","176","101","17","72","109"
"22061960600","61","0","1010","43438","85","4","63","169","50","58","46","50","66","54","192","91","56","15","0","11"
"22061960700","61","0","1477","63162","46","21","43","31","127","77","113","89","67","91","108","122","226","174","82","60"
"22061960800","61","0","820","20671","124","138","137","50","26","39","18","18","62","81","8","65","21","6","22","5"
"22061960900","61","0","521","26369","97","56","54","19","97","31","0","16","48","85","8","0","0","10","0","0"
"22061961000","61","0","1218","33167","200","90","205","78","7","40","8","89","78","76","90","140","54","10","35","18"
"22063040100","63","0","2314","50563","101","123","35","232","193","114","71","157","122","200","173","324","197","123","136","13"
"22063040201","63","0","1598","67964","47","17","134","74","19","93","54","70","56","116","214","470","120","56","36","22"
"22063040202","63","0","1013","53139","15","12","75","46","69","12","109","70","58","96","82","158","50","55","93","13"
"22063040301","63","0","2385","70625","60","27","109","45","104","47","197","67","48","330","237","421","357","208","89","39"
"22063040303","63","0","2539","76928","17","8","36","12","151","79","99","82","123","112","468","587","409","126","184","46"
"22063040304","63","0","1364","65641","33","17","39","63","26","60","48","154","70","86","143","285","156","120","64","0"
"22063040401","63","0","1609","59199","91","52","48","100","161","14","62","87","80","122","249","201","181","54","67","40"
"22063040402","63","0","1840","59877","6","13","138","18","85","144","41","32","76","375","148","368","181","162","39","14"
"22063040500","63","0","2909","53977","112","75","70","194","221","176","207","134","102","291","290","366","251","141","114","165"
"22063040600","63","0","2404","51108","120","52","260","26","123","157","182","150","97","265","211","302","258","89","80","32"
"22063040700","63","0","978","46053","91","56","42","78","69","29","25","91","19","69","121","172","58","25","33","0"
"22063040802","63","0","1544","59847","62","27","16","70","88","106","44","26","31","311","187","165","221","75","34","81"
"22063040804","63","0","3178","65981","28","52","99","49","186","186","116","121","73","361","525","791","309","108","130","44"
"22063040805","63","0","1283","65329","103","22","52","10","25","83","28","90","32","103","265","188","142","77","29","34"
"22063040806","63","0","1929","57869","86","150","48","64","131","112","107","59","0","245","259","247","155","74","57","135"
"22063040901","63","0","1594","58780","136","50","56","55","42","95","35","30","68","271","308","292","95","48","11","2"
"22063040902","63","0","1571","52399","21","65","59","116","123","128","79","72","63","199","95","139","159","127","73","53"
"22065960100","65","0","531","57031","104","13","18","53","20","2","5","36","2","44","115","65","22","8","1","23"
"22065960200","65","0","604","44274","40","0","71","47","0","43","48","71","32","34","40","137","33","8","0","0"
"22065960300","65","0","670","22738","119","102","97","36","15","71","31","40","35","48","19","31","11","0","0","15"
"22065960400","65","0","373","45547","28","22","38","16","43","15","7","0","80","13","90","8","13","0","0","0"
"22065960500","65","0","345","32049","22","21","30","23","47","36","10","25","11","37","19","28","0","14","16","6"
"22067950100","67","0","482","39200","35","31","42","30","25","61","25","14","21","43","61","45","28","15","6","0"
"22067950200","67","0","1522","44525","82","51","55","164","66","170","61","127","98","147","148","168","33","42","93","17"
"22067950300","67","0","881","45524","21","39","85","68","0","37","26","149","101","83","88","127","13","11","12","21"
"22067950400","67","0","806","21397","128","131","125","68","13","38","35","58","50","21","56","59","0","0","24","0"
"22067950500","67","0","1018","34247","163","77","51","52","69","125","53","37","37","79","192","47","18","7","11","0"
"22067950600","67","0","706","45294","61","56","21","37","1","63","79","31","46","29","132","87","17","35","11","0"
"22067950700","67","0","860","44667","60","100","63","25","29","86","36","35","12","119","147","69","28","12","22","17"
"22067950800","67","0","801","30170","206","38","45","39","71","29","105","32","36","109","31","43","0","0","17","0"
"22069000100","69","0","639","36065","56","21","70","46","82","33","37","37","30","35","71","62","33","10","9","7"
"22069000200","69","0","891","37731","129","54","78","56","41","69","43","61","44","58","102","66","65","9","13","3"
"22069000300","69","0","1293","58140","133","37","42","84","54","90","44","35","44","114","155","230","76","57","52","46"
"22069000400","69","0","994","27632","138","124","102","106","45","83","64","14","49","77","71","45","50","14","6","6"
"22069000500","69","0","1098","74839","63","28","24","15","42","52","44","49","34","65","135","224","146","73","43","61"
"22069000600","69","0","1598","32095","217","159","167","107","118","91","70","52","41","114","126","165","48","41","37","45"
"22069000700","69","0","779","24514","174","63","64","99","64","52","31","9","24","57","45","43","19","23","6","6"
"22069000800","69","0","1138","53468","54","48","74","59","58","70","40","76","67","101","133","183","75","56","21","23"
"22069000900","69","0","1144","42889","102","86","79","60","98","59","48","78","51","80","164","100","59","35","24","21"
"22071000100","71","0","516","75278","0","9","9","8","37","23","19","0","41","10","100","87","48","60","26","39"
"22071000200","71","1","340","39762","8","0","0","31","27","58","48","47","0","33","5","74","0","0","9","0"
"22071000300","71","1","223","29934","27","0","43","23","19","15","13","10","0","15","41","12","5","0","0","0"
"22071000400","71","1","500","50486","47","15","0","25","30","84","19","23","0","36","52","73","41","11","44","0"
"22071000601","71","1","87","16161","33","4","14","0","21","5","0","0","0","0","10","0","0","0","0","0"
"22071000602","71","1","703","25045","110","57","27","157","39","31","86","0","81","53","24","27","11","0","0","0"
"22071000603","71","1","335","34291","26","4","49","0","50","49","40","21","0","61","35","0","0","0","0","0"
"22071000604","71","2","1150","41731","67","36","68","115","78","106","87","71","101","82","94","117","48","40","16","24"
"22071000605","71","1","453","35959","43","35","40","23","33","36","47","29","27","13","16","42","0","63","6","0"
"22071000606","71","1","1110","67877","21","42","64","8","45","9","92","94","50","66","177","105","157","97","35","48"
"22071000607","71","1","858","81019","13","0","43","0","51","11","19","35","10","85","140","179","127","60","66","19"
"22071000611","71","1","965","37015","140","97","65","28","36","77","73","60","26","154","129","26","15","11","0","28"
"22071000612","71","1","422","187581","0","0","0","0","18","0","28","0","9","0","30","50","37","23","60","167"
"22071000613","71","1","864","24583","153","113","79","92","76","73","27","18","0","20","55","66","71","21","0","0"
"22071000615","71","0","876","54902","47","0","0","76","40","105","22","65","0","99","77","278","6","32","17","12"
"22071000616","71","1","1236","59464","11","76","144","92","70","30","46","44","14","94","114","166","176","56","34","69"
"22071000617","71","0","665","27484","174","0","0","79","80","35","48","31","75","44","16","57","12","14","0","0"
"22071000618","71","1","929","100462","16","32","0","14","0","13","11","0","45","67","66","192","208","108","66","91"
"22071000701","71","0","88","79167","6","0","0","0","0","0","0","0","0","20","0","27","4","0","0","31"
"22071000702","71","1","252","23032","35","61","20","47","0","12","12","0","0","53","0","0","12","0","0","0"
"22071000800","71","1","220","38958","29","7","0","16","0","44","24","53","20","0","18","0","9","0","0","0"
"22071000901","71","1","73","33555","0","0","11","0","12","32","0","0","0","0","12","0","6","0","0","0"
"22071000902","71","1","30","16705","0","0","22","0","0","8","0","0","0","0","0","0","0","0","0","0"
"22071000903","71","1","76","22667","19","10","0","23","24","0","0","0","0","0","0","0","0","0","0","0"
"22071000904","71","1","154","22292","23","43","0","22","0","11","38","0","0","0","0","17","0","0","0","0"
"22071001100","71","0","391","34404","43","0","51","9","37","71","15","11","25","35","9","24","11","31","19","0"
"22071001200","71","0","296","17328","63","58","29","0","6","0","26","12","0","6","43","13","9","21","0","10"
"22071001301","71","0","376","30056","68","36","17","37","29","88","13","0","0","18","54","8","8","0","0","0"
"22071001302","71","1","304","25341","21","40","14","68","66","36","47","0","0","3","9","0","0","0","0","0"
"22071001401","71","1","183","28218","11","29","38","0","47","0","8","26","8","0","16","0","0","0","0","0"
"22071001402","71","1","268","22880","27","0","36","110","2","0","9","5","18","46","0","15","0","0","0","0"
"22071001500","71","1","186","23721","49","0","10","56","9","16","0","46","0","0","0","0","0","0","0","0"
"22071001600","71","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22071001701","71","1","185","27853","13","27","0","28","58","12","12","0","0","0","0","6","0","29","0","0"
"22071001702","71","1","345","49191","23","30","12","41","15","0","8","23","26","74","48","16","0","19","10","0"
"22071001720","71","1","554","29603","24","56","22","53","145","39","15","12","73","10","39","48","18","0","0","0"
"22071001722","71","1","883","31302","111","69","28","150","71","48","81","128","54","8","119","16","0","0","0","0"
"22071001723","71","0","845","39115","32","28","103","75","73","44","76","22","38","68","112","109","40","0","25","0"
"22071001724","71","0","654","51364","57","46","15","84","42","0","11","44","22","26","75","114","26","72","0","20"
"22071001725","71","0","1165","30396","158","173","22","36","184","60","89","57","0","21","123","133","103","0","6","0"
"22071001730","71","0","147","29835","24","0","0","0","53","10","0","0","13","0","0","16","31","0","0","0"
"22071001734","71","0","194","50147","0","12","35","18","10","11","0","10","0","17","35","18","13","9","6","0"
"22071001735","71","1","280","27500","98","0","0","28","25","55","0","15","32","15","0","12","0","0","0","0"
"22071001736","71","1","244","30500","42","14","0","26","38","10","25","10","0","22","19","21","0","7","10","0"
"22071001737","71","0","676","38056","73","20","77","50","69","15","41","47","35","93","48","87","3","18","0","0"
"22071001739","71","0","410","27436","120","22","4","21","39","0","57","0","24","56","28","11","12","3","13","0"
"22071001740","71","0","665","40089","25","78","50","49","50","47","33","42","0","50","60","98","44","39","0","0"
"22071001741","71","1","236","38295","0","0","49","19","23","20","22","0","0","34","12","57","0","0","0","0"
"22071001743","71","0","214","48480","0","0","55","0","18","1","0","13","51","6","11","0","12","47","0","0"
"22071001744","71","0","338","31494","83","30","0","0","10","80","0","58","31","0","13","0","9","11","13","0"
"22071001745","71","0","585","65656","18","0","85","28","4","3","50","10","0","24","189","84","59","16","15","0"
"22071001746","71","0","825","42279","110","0","79","22","44","70","0","111","51","82","113","81","62","0","0","0"
"22071001747","71","1","659","85031","37","35","0","13","0","0","13","0","0","80","101","144","29","137","53","17"
"22071001748","71","1","834","46339","58","50","0","56","87","5","11","135","37","99","119","46","109","22","0","0"
"22071001749","71","0","575","29375","89","17","121","0","71","25","33","13","23","54","32","51","11","16","19","0"
"22071001750","71","1","749","24893","229","38","45","64","62","29","76","0","0","45","34","60","56","0","0","11"
"22071001751","71","0","42","21786","6","0","0","21","15","0","0","0","0","0","0","0","0","0","0","0"
"22071001800","71","0","162","64219","18","0","23","0","8","21","0","0","0","0","51","23","18","0","0","0"
"22071001900","71","0","233","28993","50","0","28","17","36","0","0","14","0","14","21","53","0","0","0","0"
"22071002000","71","0","263","8852","182","0","0","15","7","0","0","0","0","0","45","0","0","0","14","0"
"22071002100","71","0","112","36419","0","0","0","15","0","20","37","0","25","0","9","0","6","0","0","0"
"22071002200","71","1","269","26334","41","10","36","8","74","34","11","28","0","0","0","27","0","0","0","0"
"22071002300","71","0","425","31306","49","9","43","57","31","52","16","0","82","24","32","30","0","0","0","0"
"22071002401","71","1","384","46212","0","0","21","14","51","57","12","21","46","83","31","38","10","0","0","0"
"22071002402","71","1","638","52262","58","40","44","67","19","5","33","15","0","100","81","80","12","26","27","31"
"22071002501","71","0","210","33750","7","0","50","13","0","43","26","2","17","6","16","18","12","0","0","0"
"22071002502","71","1","383","33427","48","16","47","13","47","40","33","29","12","15","41","5","37","0","0","0"
"22071002503","71","1","427","50268","10","21","34","32","2","19","31","34","29","21","52","33","69","11","14","15"
"22071002504","71","1","460","44257","36","66","30","0","22","0","50","37","10","51","53","82","12","0","0","11"
"22071002600","71","0","130","106389","0","0","0","0","18","0","14","0","0","0","23","0","43","14","0","18"
"22071002700","71","1","337","26741","80","27","0","42","44","0","0","0","27","26","43","27","0","21","0","0"
"22071002800","71","1","281","23606","37","0","92","26","47","0","23","0","0","11","11","0","13","0","21","0"
"22071002900","71","2","243","42669","28","41","0","14","15","0","21","37","0","69","0","18","0","0","0","0"
"22071003000","71","1","342","21154","112","30","23","43","42","26","0","27","0","27","0","0","12","0","0","0"
"22071003100","71","1","201","23603","11","66","16","17","0","0","0","0","13","25","11","42","0","0","0","0"
"22071003301","71","1","264","81023","8","11","15","0","0","12","0","13","16","39","0","60","20","36","19","15"
"22071003302","71","2","488","47024","32","9","98","0","0","29","48","11","35","49","47","71","15","9","20","15"
"22071003303","71","0","324","35743","0","0","54","55","20","22","43","13","0","6","9","55","37","10","0","0"
"22071003304","71","0","266","45658","90","16","12","10","0","0","0","0","19","18","89","12","0","0","0","0"
"22071003307","71","1","276","25536","8","17","65","39","42","0","0","9","0","17","0","79","0","0","0","0"
"22071003308","71","0","533","43380","30","24","20","15","25","44","60","66","27","35","106","40","27","14","0","0"
"22071003400","71","0","279","20268","78","31","29","46","0","0","0","10","0","47","0","0","12","15","0","11"
"22071003500","71","1","249","8989","152","8","8","3","0","0","30","0","0","0","0","4","7","0","37","0"
"22071003600","71","0","386","26176","34","62","16","33","103","0","62","5","0","36","0","0","0","0","35","0"
"22071003701","71","0","317","52015","0","0","44","22","30","0","0","10","13","74","56","37","15","16","0","0"
"22071003702","71","0","937","45313","172","24","30","49","137","41","11","0","36","56","90","128","31","33","45","54"
"22071003800","71","1","296","175750","0","0","0","0","0","0","12","10","0","9","23","61","0","30","52","99"
"22071003900","71","1","147","40208","20","22","0","0","0","30","0","18","0","17","0","8","23","9","0","0"
"22071004000","71","2","232","31563","0","39","30","10","27","64","0","9","25","12","0","6","10","0","0","0"
"22071004100","71","0","257","87679","0","0","31","0","0","0","0","15","6","0","49","72","8","8","60","8"
"22071004401","71","1","207","22277","39","27","12","41","0","0","27","0","24","37","0","0","0","0","0","0"
"22071004402","71","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22071004500","71","0","447","32452","29","48","66","38","17","36","46","32","0","11","53","47","7","0","8","9"
"22071004600","71","0","646","88988","24","10","12","27","104","0","17","10","0","17","48","119","95","55","50","58"
"22071004800","71","0","201","11230","69","64","10","32","8","0","0","4","0","0","14","0","0","0","0","0"
"22071004900","71","0","216","58214","45","0","0","0","0","0","16","36","5","21","52","29","0","0","0","12"
"22071005000","71","0","214","28750","12","14","25","27","40","22","20","22","0","0","0","32","0","0","0","0"
"22071005400","71","0","405","62083","67","0","0","0","0","5","7","37","62","17","33","100","22","41","0","14"
"22071005500","71","0","421","60726","0","27","37","28","13","5","11","22","11","35","98","40","22","42","21","9"
"22071005601","71","0","351","110110","0","0","0","0","0","0","23","5","0","0","68","68","72","38","51","26"
"22071005602","71","1","299","85644","0","0","0","0","0","29","0","14","0","58","28","56","0","22","13","79"
"22071005603","71","1","226","80000","6","0","0","10","9","20","17","0","0","12","27","52","0","18","43","12"
"22071005604","71","1","239","63375","9","0","0","6","0","23","7","7","41","23","10","25","17","14","32","25"
"22071006000","71","1","53","9306","29","0","0","0","0","0","0","0","0","0","15","9","0","0","0","0"
"22071006300","71","0","243","20509","60","13","43","27","20","0","16","0","0","0","47","17","0","0","0","0"
"22071006400","71","0","486","31534","85","49","0","21","61","53","0","57","0","95","12","5","18","30","0","0"
"22071006500","71","0","417","19975","82","44","83","0","0","20","21","0","22","53","36","56","0","0","0","0"
"22071006900","71","1","183","25656","36","34","11","0","40","14","39","9","0","0","0","0","0","0","0","0"
"22071007000","71","1","74","49167","0","0","0","0","8","0","0","21","12","24","9","0","0","0","0","0"
"22071007101","71","0","163","13438","62","37","0","0","0","11","24","0","0","0","29","0","0","0","0","0"
"22071007200","71","0","298","22544","59","28","22","96","26","0","31","0","21","8","7","0","0","0","0","0"
"22071007501","71","0","360","27071","10","41","75","25","58","43","6","26","6","49","7","6","0","8","0","0"
"22071007502","71","2","525","41472","29","38","64","74","0","20","11","45","31","84","87","10","32","0","0","0"
"22071007604","71","1","406","160890","0","0","9","0","14","49","11","0","0","0","0","52","15","32","86","138"
"22071007605","71","1","250","26488","46","54","0","0","42","0","35","0","31","42","0","0","0","0","0","0"
"22071007606","71","0","418","39107","45","8","50","16","10","31","59","33","0","0","31","38","29","0","24","44"
"22071007700","71","0","397","70580","45","0","19","0","40","0","0","0","9","13","94","38","44","0","16","79"
"22071007800","71","0","201","93646","56","0","0","0","0","0","0","5","0","0","19","27","0","30","0","64"
"22071008200","71","0","178","47292","44","23","0","0","0","0","0","0","24","22","19","0","46","0","0","0"
"22071008300","71","0","233","89219","0","33","0","0","0","8","17","0","0","36","11","26","25","13","20","44"
"22071008400","71","0","193","43977","27","12","0","0","33","7","0","22","43","0","10","1","9","27","0","2"
"22071008500","71","1","244","23050","38","32","41","50","0","0","10","0","26","17","0","0","30","0","0","0"
"22071008600","71","1","126","21023","29","17","8","22","17","0","22","0","0","0","0","11","0","0","0","0"
"22071008800","71","0","292","60577","11","64","0","23","0","0","0","34","11","0","22","7","10","80","30","0"
"22071009000","71","0","415","133177","0","0","0","0","12","0","0","15","10","19","29","53","52","64","29","132"
"22071009100","71","0","350","42283","8","13","85","17","0","0","31","23","33","47","14","24","14","29","0","12"
"22071009200","71","1","203","13807","90","22","7","20","6","17","0","0","0","16","25","0","0","0","0","0"
"22071009400","71","1","297","24740","50","25","14","62","13","24","19","12","6","0","22","0","0","15","0","35"
"22071009600","71","0","290","34934","36","48","0","13","11","38","0","0","14","27","24","40","25","6","8","0"
"22071009700","71","0","306","59900","15","0","31","19","0","35","0","10","4","40","22","53","8","19","33","17"
"22071009900","71","0","395","119844","11","15","43","28","9","0","10","0","0","35","16","16","24","17","60","111"
"22071010000","71","1","305","26536","37","55","30","9","41","0","15","17","0","9","38","0","30","24","0","0"
"22071010100","71","0","396","75833","3","0","22","0","2","41","0","0","0","12","115","25","48","12","29","87"
"22071010200","71","1","143","37356","31","0","0","16","0","0","26","0","0","39","0","31","0","0","0","0"
"22071010300","71","0","456","33889","53","8","40","43","0","108","19","10","0","0","0","87","27","0","25","36"
"22071010600","71","1","322","66250","12","0","13","17","25","12","7","0","11","64","36","63","17","0","32","13"
"22071010700","71","0","302","136429","0","0","20","9","0","0","0","0","21","0","36","46","6","54","39","71"
"22071010800","71","1","258","113636","0","6","0","9","0","0","0","6","0","15","34","50","38","28","21","51"
"22071010900","71","0","667","72757","26","35","112","0","23","0","0","9","47","55","57","74","72","38","33","86"
"22071011100","71","1","307","27238","26","24","16","32","71","26","0","7","22","19","40","10","7","0","0","7"
"22071011200","71","0","196","86524","0","10","0","0","0","0","15","0","13","15","12","83","23","0","25","0"
"22071011400","71","0","400","118000","0","0","0","0","31","33","0","0","0","8","12","56","94","65","38","63"
"22071011500","71","1","301","79327","27","0","0","5","1","40","11","0","31","4","9","53","5","15","20","80"
"22071011600","71","1","296","122857","0","0","6","0","0","0","0","8","8","0","16","53","81","7","11","106"
"22071011700","71","1","609","210583","0","0","6","0","12","10","0","0","0","15","9","56","81","76","36","308"
"22071011900","71","0","292","112273","0","13","0","7","0","6","0","0","0","9","71","23","19","29","56","59"
"22071012000","71","1","384","106094","8","33","0","0","0","0","0","0","0","0","24","93","52","26","0","148"
"22071012101","71","0","384","108438","9","0","0","0","0","17","18","14","13","16","47","31","83","23","57","56"
"22071012102","71","2","149","118021","10","3","0","0","0","0","0","9","0","0","11","25","26","13","18","34"
"22071012200","71","0","389","93068","0","0","0","11","0","35","7","11","65","0","0","98","39","24","37","62"
"22071012300","71","0","346","60147","56","16","14","32","0","24","0","0","18","12","29","41","20","31","37","16"
"22071012400","71","2","354","82143","13","56","0","48","0","7","0","13","0","6","22","14","48","33","55","39"
"22071012500","71","1","246","70227","10","0","4","0","20","36","0","19","0","30","24","27","25","21","18","12"
"22071012600","71","0","320","55417","0","48","9","48","0","22","11","2","17","13","26","14","11","18","36","45"
"22071012700","71","1","581","51118","30","35","70","29","26","22","11","0","59","43","47","67","27","36","43","36"
"22071012800","71","1","431","59219","25","12","15","0","0","9","35","18","40","69","24","22","32","30","80","20"
"22071012900","71","1","243","56750","11","0","0","44","8","12","0","22","0","35","23","17","27","17","12","15"
"22071013000","71","1","365","24154","62","38","26","68","20","8","20","12","10","5","26","26","0","6","31","7"
"22071013100","71","1","348","16207","104","56","29","55","50","20","9","0","15","0","0","10","0","0","0","0"
"22071013200","71","0","486","39758","29","12","49","12","19","94","31","12","24","34","50","48","12","0","60","0"
"22071013301","71","0","829","141175","15","21","0","12","16","39","0","16","22","12","37","72","69","135","166","197"
"22071013302","71","0","422","131250","0","8","0","0","0","14","13","0","0","41","17","45","34","52","72","126"
"22071013400","71","2","127","147868","0","14","0","0","0","0","0","0","0","0","16","0","16","32","20","29"
"22071013500","71","1","363","97875","0","0","13","24","34","9","0","0","0","0","42","68","6","15","60","92"
"22071013600","71","2","138","34531","12","0","13","12","19","16","0","13","0","33","0","10","10","0","0","0"
"22071013700","71","4","253","26506","12","48","6","37","52","25","0","9","18","17","0","23","0","0","6","0"
"22071013800","71","1","163","35893","28","37","0","0","0","9","21","15","22","21","10","0","0","0","0","0"
"22071013900","71","1","140","76538","13","0","0","27","0","0","0","0","0","12","10","25","29","12","0","12"
"22071014000","71","2","217","24148","54","17","0","45","10","0","32","25","0","24","0","10","0","0","0","0"
"22071014100","71","1","280","35909","79","10","39","0","0","8","11","18","0","10","27","49","21","8","0","0"
"22071014200","71","2","338","49519","5","2","49","13","23","8","0","37","37","7","59","36","62","0","0","0"
"22071014300","71","2","143","20188","22","12","36","20","0","0","0","24","0","0","0","29","0","0","0","0"
"22071014400","71","1","397","65813","0","16","28","32","10","17","0","24","15","28","74","21","56","16","27","33"
"22071014500","71","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22071980000","71","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22071980100","71","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22071990000","71","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22073000100","73","0","945","49063","112","87","51","0","31","54","61","27","54","148","12","111","63","68","54","12"
"22073000200","73","1","1542","79375","46","13","14","0","66","0","32","76","33","137","237","304","173","96","113","202"
"22073000401","73","1","288","61167","40","9","33","0","0","8","0","0","0","47","42","75","19","8","3","4"
"22073000402","73","0","444","26333","59","63","48","36","45","0","6","94","15","33","17","28","0","0","0","0"
"22073000500","73","1","780","29844","62","50","110","52","119","54","11","4","9","117","80","84","17","6","5","0"
"22073000600","73","0","859","21589","210","110","79","130","72","45","53","24","7","41","56","8","10","0","14","0"
"22073000700","73","1","514","20878","76","129","26","80","63","0","32","25","0","0","0","37","20","20","0","6"
"22073000900","73","0","367","25457","56","86","34","0","41","53","45","0","11","11","8","22","0","0","0","0"
"22073001100","73","1","675","23958","159","75","86","30","81","44","28","88","13","4","12","36","19","0","0","0"
"22073001400","73","3","375","35386","75","64","2","17","15","6","61","8","43","20","47","9","8","0","0","0"
"22073001500","73","0","431","30250","72","16","45","47","33","25","13","37","0","101","4","38","0","0","0","0"
"22073001700","73","1","701","70063","150","26","10","0","7","36","19","17","37","11","77","60","53","59","74","65"
"22073005100","73","1","460","52256","54","0","11","9","20","19","27","22","31","50","81","57","9","19","33","18"
"22073005201","73","0","1169","93371","14","21","11","7","5","18","0","57","47","48","160","278","307","98","27","71"
"22073005203","73","0","934","50868","47","11","11","11","70","58","48","151","35","163","62","150","0","13","81","23"
"22073005204","73","1","1515","80156","15","32","33","60","18","35","38","18","23","204","174","261","319","125","101","59"
"22073005301","73","0","1701","60799","26","77","35","100","47","108","70","77","51","232","229","346","132","87","84","0"
"22073005302","73","1","1488","50275","34","46","135","101","146","87","59","93","33","141","132","291","87","46","53","4"
"22073005400","73","1","523","47395","10","29","10","0","35","48","26","24","90","41","59","51","42","0","58","0"
"22073005500","73","1","703","36144","80","44","41","43","80","31","71","61","29","67","25","45","54","0","8","24"
"22073005800","73","0","630","40677","95","11","27","12","62","37","58","61","18","65","118","0","17","6","43","0"
"22073005900","73","1","701","37096","30","33","82","81","44","52","52","35","48","30","24","74","74","42","0","0"
"22073010101","73","1","1354","55431","125","10","8","31","57","151","80","53","75","130","211","210","95","34","66","18"
"22073010102","73","2","1792","51192","144","129","106","120","48","68","124","17","109","290","170","332","46","48","20","21"
"22073010201","73","1","1501","61736","101","42","21","73","89","119","35","41","76","141","161","334","177","40","19","32"
"22073010202","73","0","1533","84258","8","18","46","37","67","43","66","82","23","110","208","239","130","265","149","42"
"22073010301","73","1","875","111359","22","0","12","18","0","0","23","19","35","60","47","92","232","63","114","138"
"22073010302","73","2","1001","54659","24","25","6","96","57","48","19","125","71","59","118","161","49","49","43","51"
"22073010400","73","3","2224","58674","61","90","206","67","180","116","85","80","103","159","194","277","245","91","124","146"
"22073010502","73","1","1231","65863","23","109","57","24","19","71","71","57","56","95","150","101","256","74","54","14"
"22073010503","73","0","494","49440","0","0","45","17","43","25","41","31","58","91","67","46","30","0","0","0"
"22073010504","73","1","2196","58505","100","48","99","134","116","90","137","154","81","197","171","324","134","211","96","104"
"22073010603","73","1","1091","33872","139","116","94","79","41","95","95","102","67","59","74","94","25","9","2","0"
"22073010604","73","1","582","47417","18","14","50","0","55","58","35","32","101","30","64","51","36","11","7","20"
"22073010700","73","2","616","25300","137","87","47","31","74","45","29","21","31","33","42","21","18","0","0","0"
"22073010800","73","3","196","12115","65","57","29","0","12","13","0","0","13","7","0","0","0","0","0","0"
"22073010900","73","2","1280","29142","73","263","89","48","214","33","156","20","28","62","130","101","9","22","14","18"
"22073011000","73","3","1232","22536","350","188","41","105","74","70","34","96","134","34","62","44","0","0","0","0"
"22073011100","73","4","748","27703","140","119","59","37","53","28","66","13","37","71","96","15","0","0","0","14"
"22073980000","73","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22075050100","75","0","444","47300","12","11","60","14","35","43","12","12","25","50","33","72","10","34","0","21"
"22075050200","75","0","2412","92203","39","35","66","30","76","30","70","49","145","142","221","464","532","169","196","148"
"22075050300","75","0","1312","61550","126","0","28","30","47","0","165","97","8","93","333","166","183","28","8","0"
"22075050400","75","0","813","67202","63","42","34","14","39","13","11","34","8","111","91","42","51","169","74","17"
"22075050500","75","0","275","28203","0","39","54","0","56","0","19","23","25","22","0","13","24","0","0","0"
"22075050600","75","0","179","65089","0","0","0","0","18","17","27","0","0","17","70","25","0","0","5","0"
"22075050700","75","0","124","49688","0","22","0","12","0","0","0","0","32","24","0","12","0","0","22","0"
"22075050800","75","0","179","39531","35","8","31","9","0","0","8","0","0","40","31","8","0","9","0","0"
"22075990000","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22077951900","77","0","1409","39114","108","70","118","116","92","157","63","110","0","117","124","115","123","1","48","47"
"22077952000","77","0","622","42031","0","45","62","34","36","51","70","16","66","54","42","53","65","0","14","14"
"22077952100","77","0","1510","60078","97","32","60","70","88","53","69","61","92","132","274","199","137","22","83","41"
"22077952200","77","0","725","57017","38","17","35","96","10","0","11","71","14","79","97","82","99","30","9","37"
"22077952300","77","0","435","64055","0","0","0","12","61","0","51","31","0","0","106","29","25","73","0","47"
"22077952400","77","0","1221","60625","42","29","35","96","51","55","59","110","31","93","127","280","112","65","36","0"
"22079010100","79","0","2503","65985","80","83","130","91","63","63","163","106","92","247","414","551","204","105","65","46"
"22079010300","79","0","1328","46311","103","63","53","88","108","112","50","55","102","121","141","190","100","10","22","10"
